HomeTeam,AwayTeam,FTHG,FTAG,B365H,B365D,B365A,HS,AS,HST,AST,HC,AC,Over25,BTTS,Result
Fortuna Dusseldorf,Kaiserslautern,1,1,2.45,3.5,2.7,11,16,2,8,2,4,0,1,1
Blackburn,Ipswich,1,1,3.9,3.5,1.96,14,11,3,2,9,3,0,1,1
Ajax,Groningen,2,0,1.67,4.2,4.33,13,17,6,7,3,5,0,0,2
Fulham,Man City,4,5,4.33,4.1,1.73,12,11,6,4,7,2,1,1,0
Wigan,Burton,1,0,1.71,3.5,4.5,9,10,3,2,7,7,0,0,2
Barcelona,Ath Madrid,3,1,1.73,4.2,4.1,19,7,6,2,5,4,1,1,2
Newcastle,Tottenham,2,2,1.83,3.8,4.1,19,8,7,2,11,8,1,1,1
Bournemouth,Everton,0,1,2.2,3.25,3.3,5,13,2,3,1,6,0,0,0
Le Mans,St Etienne,0,0,2.75,3.4,2.3,10,13,4,3,5,10,0,0,1
Pau FC,Rodez,3,3,2.1,3.5,3.1,24,5,12,3,9,4,1,1,1
Reims,Annecy,2,1,1.75,3.5,4.2,7,10,4,1,2,4,1,1,2
Elche,Villarreal,1,3,3.2,3.5,2.2,15,12,2,4,6,2,1,1,0
Espanol,Barcelona,0,2,5.25,4.75,1.5,14,15,7,6,5,7,0,0,0
Como,Udinese,1,0,1.73,3.8,4.75,15,4,3,1,3,2,0,0,2
Clermont,Laval,4,1,2.5,3.1,2.75,13,8,7,1,1,4,1,1,2
Bastia,Grenoble,1,0,2.1,3.2,3.3,11,17,4,6,1,4,0,0,2
Amiens,Nancy,1,2,3.4,3.5,1.95,14,9,5,6,9,3,1,1,0
Troyes,Red Star,1,0,1.8,3.4,4.0,18,14,6,1,6,4,0,0,2
Osasuna,Ath Bilbao,1,1,3.0,2.9,2.63,11,16,4,6,1,9,0,1,1
AVS,Moreirense,0,2,3.4,3.05,2.2,9,12,4,5,2,4,0,0,0
Estrela,Sp Braga,3,3,6.5,4.33,1.45,11,10,4,6,5,7,1,1,1
Benfica,Estoril,3,1,1.19,5.75,13.0,20,9,3,4,7,3,1,1,2
Tondela,Arouca,3,1,2.05,3.3,3.5,5,11,3,4,2,9,1,1,2
Bournemouth,Arsenal,2,3,6.5,4.75,1.44,15,12,3,5,7,5,1,1,0
Wolves,West Ham,3,0,2.5,3.3,2.88,11,6,8,0,6,7,1,0,2
Brighton,Burnley,2,0,1.48,4.33,7.0,15,5,4,3,4,4,0,0,2
Aston Villa,Nott'm Forest,3,1,1.75,3.9,4.5,11,10,4,5,4,4,1,1,2
Guingamp,Boulogne,3,0,1.85,3.25,4.1,18,8,7,2,11,2,1,0,2
Celta,Valencia,4,1,2.0,3.3,4.0,12,16,6,5,2,4,1,1,2
Genoa,Pisa,1,1,1.9,3.1,4.75,12,10,4,2,2,7,0,1,1
Lille,Rennes,0,2,1.9,3.7,4.0,13,18,3,4,4,7,0,0,0
Juventus,Lecce,1,1,1.27,5.5,13.0,25,6,5,1,10,1,0,1,1
Cordoba,Burgos,2,0,2.01,3.05,4.0,14,14,6,4,6,6,0,0,2
Sassuolo,Parma,1,1,1.91,3.3,4.33,11,16,3,5,4,7,0,1,1
Nice,Strasbourg,1,1,2.7,3.4,2.6,19,8,6,5,5,7,0,1,1
Celtic,Rangers,1,3,1.86,3.8,3.7,21,9,9,4,8,5,1,1,0
Dundee United,Dundee,0,1,1.79,3.7,4.0,22,16,5,3,8,2,0,0,0
Falkirk,Aberdeen,1,0,2.45,3.3,2.7,21,7,7,0,5,4,0,0,2
Hearts,Livingston,1,0,1.27,5.0,9.0,17,10,3,2,7,3,0,0,2
Monaco,Lyon,1,3,2.0,3.75,3.5,6,13,2,9,7,2,1,1,0
Kilmarnock,Hibernian,1,3,4.5,3.4,1.76,8,15,1,9,5,3,1,1,0
Valladolid,Santander,1,1,2.2,3.25,3.2,8,5,1,2,4,0,0,1,1
Como,Udinese,1,0,1.73,3.8,4.75,15,4,3,1,3,2,0,0,2
Sassuolo,Parma,1,1,1.91,3.3,4.33,11,16,3,5,4,7,0,1,1
Juventus,Lecce,1,1,1.27,5.5,13.0,25,6,5,1,10,1,0,1,1
Atalanta,Roma,1,0,2.3,3.2,3.3,13,10,2,4,7,5,0,0,2
Castellon,Huesca,4,1,1.49,4.1,6.25,13,12,8,6,1,3,1,1,2
Genoa,Pisa,1,1,1.9,3.1,4.75,12,10,4,2,2,7,0,1,1
Almeria,Granada,3,2,1.76,3.6,4.33,12,18,7,5,5,7,1,1,2
Cultural Leonesa,Sociedad B,1,1,1.81,3.3,4.5,9,15,1,4,1,7,0,1,1
Motherwell,St Mirren,2,0,1.96,3.2,4.0,15,9,8,2,9,8,0,0,2
Atalanta,Roma,1,0,2.3,3.2,3.3,13,10,2,4,7,5,0,0,2
Blackburn,Sheffield Weds,1,0,1.33,5.0,8.5,9,2,6,1,8,2,0,0,2
Bologna,Milan,0,3,2.9,3.25,2.5,13,10,2,3,5,0,1,0,0
Bologna,Milan,0,3,2.9,3.25,2.5,13,10,2,3,5,0,1,0,0
Port Vale,AFC Wimbledon,0,1,2.1,3.0,3.4,10,10,2,1,10,1,0,0,0
Barnsley,Northampton,2,2,1.66,3.6,4.5,22,14,5,4,6,7,1,1,1
Hull,Watford,0,0,2.15,3.5,3.1,6,16,3,2,7,5,0,0,1
St Mirren,Hearts,1,0,3.9,3.5,1.86,21,5,5,2,7,2,0,0,2
Burton,Doncaster,1,2,3.0,3.25,2.3,20,13,4,6,20,7,1,1,0
Sheffield United,Oxford,3,1,1.33,4.5,8.5,11,6,3,2,10,2,1,1,2
Virtus Entella,Modena,2,1,3.5,3.25,2.05,7,18,4,5,1,6,1,1,2
Venezia,Avellino,4,0,1.3,4.75,9.5,25,3,5,0,3,0,1,0,2
Padova,Spezia,2,2,2.7,3.0,2.65,19,13,5,10,6,5,1,1,1
Rotherham,Mansfield,0,0,2.55,3.25,2.57,7,13,2,3,3,6,0,0,1
Dundee United,St Mirren,2,1,2.32,3.25,2.85,18,9,4,2,8,4,1,1,2
Reggiana,Sudtirol,0,4,3.0,3.0,2.5,6,16,1,8,3,4,1,0,0
Exeter,Burton,1,1,2.35,3.3,2.75,12,11,3,4,11,5,0,1,1
Bournemouth,Brentford,0,0,2.5,3.6,2.63,13,5,2,2,4,3,0,0,1
Barnsley,Wycombe,0,1,2.75,3.4,2.25,4,19,0,8,2,3,0,0,0
Everton,Burnley,2,0,1.57,4.0,6.0,14,5,5,2,6,3,0,0,2
Leeds,Sunderland,0,1,1.85,3.4,4.33,18,3,4,1,9,2,0,0,0
Wolves,Liverpool,2,1,5.5,4.5,1.5,4,19,3,7,2,11,1,1,2
Ipswich,Hull,1,0,1.42,4.33,6.25,15,6,7,0,6,4,0,0,2
Cesena,Monza,1,3,3.5,3.3,2.05,15,11,5,5,4,2,1,1,0
Dundee,Hibernian,1,2,4.1,3.6,1.83,2,15,1,5,3,11,1,1,0
Magdeburg,Braunschweig,0,1,1.8,3.8,4.0,19,9,3,4,12,2,0,0,0
Stockport,Bolton,2,0,1.91,3.5,3.8,5,15,2,2,9,7,0,0,2
Celtic,St Mirren,1,0,1.17,6.5,17.0,14,4,6,2,12,1,0,0,2
Hannover,Kaiserslautern,1,0,1.91,3.9,3.5,14,9,5,0,5,5,0,0,2
Greuther Furth,Dresden,3,2,2.2,3.7,2.9,10,21,5,4,4,10,1,1,2
Falkirk,Dundee United,2,2,1.9,3.8,3.8,14,11,4,5,2,4,1,1,1
St. Gilloise,Oud-Heverlee Leuven,5,0,1.36,5.0,7.5,19,6,10,0,4,7,1,0,2
Cercle Brugge,Anderlecht,0,2,3.0,3.25,2.3,12,9,2,5,5,3,0,0,0
Genk,Antwerp,1,1,1.6,4.1,5.0,15,6,3,5,4,2,0,1,1
Charleroi,St Truiden,1,1,2.0,3.6,3.7,4,14,2,4,1,7,0,1,1
Paris FC,Lorient,2,0,1.73,3.9,4.5,10,8,2,3,1,5,0,0,2
Casa Pia,Estoril,2,2,2.5,3.3,2.65,11,10,5,3,6,7,1,1,1
NAC Breda,Groningen,1,2,2.6,3.3,2.63,11,14,4,9,7,6,1,1,0
Osasuna,Getafe,2,1,2.15,2.9,4.1,7,6,3,2,1,6,1,1,2
Gent,Charleroi,2,1,2.05,3.7,3.4,9,9,3,7,4,2,1,1,2
Ceuta,Eibar,1,0,2.75,3.1,2.5,12,5,3,1,7,3,0,0,2
Amiens,Boulogne,0,1,2.7,3.1,2.6,4,19,1,6,5,4,0,0,0
Annecy,Laval,0,0,2.6,3.1,2.7,8,3,2,1,5,0,0,0,1
Wrexham,Birmingham,1,1,3.1,3.1,2.4,12,8,4,3,5,5,0,1,1
Bournemouth,Fulham,3,1,1.95,3.5,3.9,11,12,6,4,4,3,1,1,2
Bastia,Dunkerque,0,0,2.25,3.2,3.1,15,6,2,1,6,3,0,0,1
Guingamp,Nancy,2,2,2.45,3.3,2.7,15,7,5,3,5,2,1,1,1
Le Mans,Troyes,2,2,3.2,3.25,2.2,13,8,6,3,1,6,1,1,1
Fortuna Dusseldorf,Nurnberg,2,3,2.38,3.7,2.7,12,17,7,7,1,2,1,1,0
Pau FC,Clermont,3,1,1.65,3.7,5.0,7,10,4,2,5,6,1,1,2
Verona,Sassuolo,0,1,2.5,3.1,3.0,17,11,9,3,4,2,0,0,0
Braunschweig,Paderborn,1,2,4.0,3.7,1.85,7,16,2,3,4,4,1,1,0
Hoffenheim,FC Koln,0,1,1.91,3.7,3.75,15,10,4,4,11,6,0,0,0
Verona,Sassuolo,0,1,2.5,3.1,3.0,17,11,9,3,4,2,0,0,0
Pau FC,Troyes,1,1,2.9,3.3,2.35,18,9,6,4,9,1,0,1,1
Sunderland,Everton,1,1,2.7,3.2,2.7,17,8,3,2,4,1,0,1,1
Valladolid,Granada,2,1,1.81,3.5,4.2,17,8,6,3,3,2,1,1,2
Sassuolo,Genoa,1,2,2.45,3.0,3.2,13,16,4,5,3,7,1,1,0
Oviedo,Osasuna,0,0,3.0,3.1,2.5,8,11,2,5,4,2,0,0,1
Gil Vicente,Santa Clara,1,0,2.25,2.95,3.4,9,15,3,4,2,0,0,0,2
Sassuolo,Genoa,1,2,2.45,3.0,3.2,13,16,4,5,3,7,1,1,0
Lazio,Cagliari,2,0,1.53,3.8,7.0,8,17,3,5,7,5,0,0,2
Lazio,Cagliari,2,0,1.53,3.8,7.0,8,17,3,5,7,5,0,0,2
Burnley,Crystal Palace,0,1,4.5,3.8,1.75,11,3,4,3,3,4,0,0,0
Wolves,Nott'm Forest,0,1,3.25,3.4,2.25,5,10,1,3,3,9,0,0,0
Leeds,Chelsea,3,1,4.1,4.1,1.8,17,14,5,2,4,2,1,1,2
Liverpool,Sunderland,1,1,1.36,5.25,7.0,23,9,4,6,7,3,0,1,1
Arsenal,Brentford,2,0,1.36,5.0,8.5,15,6,7,1,4,8,0,0,2
Brighton,Aston Villa,3,4,2.15,3.5,3.4,16,14,7,10,5,6,1,1,0
Ath Bilbao,Real Madrid,0,3,4.1,3.9,1.8,9,13,4,8,5,7,1,0,0
Dundee United,Rangers,2,2,4.5,3.9,1.68,13,32,6,10,8,9,1,1,1
Celtic,Dundee,1,0,1.07,10.0,19.0,17,4,6,3,6,0,0,0,2
Aberdeen,St Mirren,3,3,2.15,3.3,3.25,18,15,8,4,8,6,1,1,1
Hearts,Kilmarnock,1,1,1.35,4.33,8.5,17,11,3,5,9,1,0,1,1
Falkirk,Motherwell,0,0,2.57,3.3,2.57,14,7,1,1,6,3,0,0,1
Everton,Brentford,2,4,2.35,3.25,3.1,14,11,6,7,4,5,1,1,0
Newcastle,Crystal Palace,2,0,1.7,3.9,4.75,12,11,7,1,8,6,0,0,2
Tottenham,Sunderland,1,1,1.8,3.6,4.5,13,10,5,3,3,5,0,1,1
Fulham,Liverpool,2,2,3.8,3.75,1.91,8,10,2,2,3,8,1,1,1
Man City,Chelsea,1,1,1.6,4.75,4.5,14,8,3,3,8,2,0,1,1
Leeds,Man United,1,1,2.7,3.3,2.63,11,15,3,2,6,4,0,1,1
La Coruna,Cadiz,2,2,1.66,3.6,5.0,19,12,5,2,8,4,1,1,1
Zaragoza,Las Palmas,1,2,2.95,2.85,2.5,8,12,2,5,1,3,1,1,0
Ceuta,Andorra,2,1,1.86,3.5,4.0,8,12,5,8,4,8,1,1,2
Sp Gijon,Malaga,1,3,1.86,3.2,4.33,14,13,3,7,5,5,1,1,0
Santa Clara,Porto,0,1,8.0,4.0,1.42,12,8,0,5,2,7,0,0,0
Alverca,Famalicao,1,0,3.6,3.3,2.01,10,14,4,2,3,4,0,0,2
Mallorca,Girona,1,2,2.25,3.2,3.4,9,9,2,4,3,6,1,1,0
Alaves,Oviedo,1,1,1.9,3.0,5.25,18,18,7,6,6,7,0,1,1
Sociedad,Ath Madrid,1,1,3.9,3.6,1.91,18,10,8,2,6,6,0,1,1
Rio Ave,Casa Pia,3,1,2.32,3.05,3.05,12,15,8,5,9,4,1,1,2
Paris SG,Paris FC,2,1,1.17,7.5,17.0,20,6,6,3,7,1,1,1,2
Lazio,Napoli,0,2,3.4,3.1,2.3,5,14,0,3,2,6,0,0,0
Lazio,Napoli,0,2,3.4,3.1,2.3,5,14,0,3,2,6,0,0,0
Fiorentina,Cremonese,1,0,1.8,3.4,5.0,22,6,8,2,7,3,0,0,2
Verona,Torino,0,3,2.7,3.0,2.9,7,21,3,5,4,7,1,0,0
Inter,Bologna,3,1,1.42,4.75,7.5,19,6,10,2,7,1,1,1,2
Birmingham,Coventry,3,2,2.5,3.4,2.65,9,17,4,6,2,6,1,1,2
Inter,Bologna,3,1,1.42,4.75,7.5,19,6,10,2,7,1,1,1,2
Verona,Torino,0,3,2.7,3.0,2.9,7,21,3,5,4,7,1,0,0
Fiorentina,Cremonese,1,0,1.8,3.4,5.0,22,6,8,2,7,3,0,0,2
QPR,Sheffield Weds,3,0,1.39,4.75,6.5,13,4,7,2,5,2,1,0,2
Blackburn,Charlton,2,2,2.05,3.2,3.75,17,11,5,4,2,5,1,1,1
Bristol City,Preston,0,2,1.81,3.4,4.33,11,12,2,3,6,3,0,0,0
Derby,Wrexham,1,2,2.25,3.25,3.05,13,11,5,3,12,2,1,1,0
Middlesbrough,Southampton,4,0,2.1,3.5,3.2,22,16,5,5,11,5,1,0,2
Millwall,Swansea,2,1,2.05,3.25,3.6,17,13,9,7,12,3,1,1,2
Norwich,Stoke,0,2,2.15,3.5,3.05,7,14,1,4,3,3,0,0,0
Real Madrid,Betis,5,1,1.45,4.75,6.25,19,13,9,5,5,8,1,1,2
Sevilla,Levante,0,3,1.75,3.6,4.75,15,6,7,4,5,1,1,0,0
Albacete,Leganes,1,3,2.15,3.2,3.3,15,12,4,5,5,5,1,1,0
Marseille,Nantes,0,2,1.22,6.5,12.0,11,15,4,9,6,3,0,0,0
Lorient,Metz,1,1,1.8,3.5,4.75,16,8,5,2,4,4,0,1,1
Reading,Stockport,1,0,2.45,3.3,2.65,12,15,3,2,1,5,0,0,2
Plymouth,Burton,3,0,2.15,3.3,3.25,20,8,5,2,9,4,1,0,2
Wycombe,AFC Wimbledon,2,0,1.79,3.3,4.5,13,7,7,0,4,2,0,0,2
Lincoln,Peterboro,5,2,1.86,3.5,4.0,17,13,8,3,6,7,1,1,2
Blackpool,Bradford,1,2,2.7,3.2,2.5,7,8,3,3,6,6,1,1,0
Cardiff,Wigan,1,0,1.62,3.7,5.0,17,3,7,1,18,1,0,0,2
Bolton,Northampton,0,0,1.35,4.5,8.0,17,8,0,0,8,3,0,0,1
Le Havre,Angers,2,1,2.05,3.3,3.7,11,9,6,3,6,6,1,1,2
Brest,Auxerre,2,0,1.91,3.4,4.2,11,10,4,1,7,6,0,0,2
Huddersfield,Exeter,2,2,1.62,3.5,5.25,15,11,4,6,6,5,1,1,1
Rangers,Kilmarnock,5,1,1.27,5.0,10.0,28,8,11,2,10,1,1,1,2
Livingston,Falkirk,1,2,3.4,3.4,2.05,10,16,3,3,6,4,1,1,0
Hibernian,Dundee United,3,2,1.56,3.8,5.5,20,16,3,4,4,6,1,1,2
Frosinone,Pescara,2,2,1.53,4.2,5.0,19,13,6,6,12,1,1,1,1
Hamburg,Leverkusen,0,1,3.5,3.6,2.05,10,14,3,4,2,7,0,0,0
Juve Stabia,Sampdoria,1,1,2.32,3.1,3.1,15,4,5,1,9,3,0,1,1
Palermo,Mantova,2,1,1.53,3.9,5.75,17,7,5,3,9,2,1,1,2
Aberdeen,Celtic,1,2,6.5,4.33,1.41,8,18,2,4,6,6,1,1,0
Vallecano,Oviedo,3,0,1.67,3.75,5.25,19,8,7,2,12,2,1,0,2
Newcastle,Man United,2,1,2.63,3.5,2.6,12,14,5,5,2,4,1,1,2
Aston Villa,Chelsea,1,4,2.7,3.4,2.55,9,15,4,8,3,8,1,1,0
Man City,Nott'm Forest,2,2,1.38,5.0,7.5,21,9,7,4,6,1,1,1,1
Fulham,West Ham,0,1,2.0,3.5,3.7,13,9,5,3,7,5,0,0,0
Brighton,Arsenal,0,1,4.75,4.1,1.65,11,7,3,2,4,3,0,0,0
Bari,Empoli,2,1,2.85,3.2,2.35,13,11,5,4,3,8,1,1,2
Carrarese,Catanzaro,3,3,2.32,3.25,3.0,22,9,9,3,4,2,1,1,1
Hearts,Aberdeen,2,0,2.1,3.6,3.3,13,11,3,1,3,3,0,0,2
Leeds,Tottenham,1,2,2.7,3.5,2.5,16,9,4,3,4,1,1,1,0
La Coruna,Almeria,1,1,1.96,3.2,4.0,15,10,4,3,4,2,0,1,1
Heerenveen,Excelsior,2,1,1.6,4.33,5.0,19,9,4,2,7,3,1,1,2
Avellino,Mantova,0,0,1.96,3.4,3.7,12,19,6,11,8,7,0,0,1
Kaiserslautern,Bochum,3,2,2.05,3.7,3.2,22,10,10,2,11,2,1,1,2
Huesca,Burgos,2,1,2.45,3.0,3.1,9,4,4,2,1,1,1,1,2
Granada,Sociedad B,5,2,1.68,3.8,4.5,13,14,5,8,2,5,1,1,2
Dresden,Karlsruhe,3,3,2.15,3.75,3.0,13,22,4,6,3,7,1,1,1
Holstein Kiel,Darmstadt,1,1,2.4,3.5,2.75,22,8,7,1,5,0,0,1,1
Hertha,Preußen Münster,2,1,2.0,3.75,3.4,17,17,7,6,5,4,1,1,2
Bari,Padova,2,1,2.1,3.2,3.5,15,17,5,7,7,7,1,1,2
Monza,Catanzaro,2,1,1.76,3.5,4.5,13,10,3,4,5,3,1,1,2
Venezia,Frosinone,3,0,1.66,3.75,4.75,17,17,8,5,3,7,1,0,2
Andorra,Leganes,1,2,2.25,3.25,3.1,8,11,4,5,7,1,1,1,0
Blackburn,Stoke,1,1,2.5,3.25,2.7,17,11,5,6,7,6,0,1,1
Ath Bilbao,Mallorca,2,1,1.53,3.8,7.0,18,7,5,2,7,2,1,1,2
Oviedo,Levante,0,2,2.5,3.3,2.88,13,14,2,5,9,3,0,0,0
Atalanta,Como,1,1,2.2,3.4,3.25,16,12,4,4,8,3,0,1,1
Arsenal,West Ham,2,0,1.18,6.5,17.0,21,4,5,0,8,3,0,0,2
Man United,Sunderland,2,0,1.5,4.75,5.75,15,8,6,3,2,3,0,0,2
Chelsea,Liverpool,2,1,2.8,3.75,2.3,12,12,6,2,7,2,1,1,2
Inter,Cremonese,4,1,1.2,6.5,15.0,27,3,9,2,13,1,1,1,2
Parma,Lecce,0,1,1.85,3.7,4.1,10,7,2,3,4,9,0,0,0
Lazio,Torino,3,3,1.7,3.6,5.25,9,16,4,8,3,5,1,1,1
Dundee United,Livingston,1,1,1.91,3.5,3.8,19,7,6,4,4,5,0,1,1
Kilmarnock,St Mirren,2,0,2.75,3.2,2.5,9,7,5,0,4,9,0,0,2
Hearts,Hibernian,1,0,1.76,3.75,4.0,11,5,3,1,4,2,0,0,2
Watford,Oxford,2,1,1.96,3.25,3.9,27,15,10,5,9,3,1,1,2
Hull,Sheffield United,1,0,2.57,3.2,2.57,5,13,2,4,4,9,0,0,2
Swansea,Leicester,1,3,2.35,3.5,2.7,13,17,7,7,2,5,1,1,0
Real Madrid,Villarreal,3,1,1.45,5.0,6.0,26,9,7,2,4,0,1,1,2
Portsmouth,Middlesbrough,1,0,3.0,3.4,2.25,8,12,1,1,2,8,0,0,2
Millwall,West Brom,3,0,2.75,3.2,2.5,11,10,4,1,4,5,1,0,2
Derby,Southampton,1,1,3.5,3.3,2.05,9,13,5,6,3,5,0,1,1
Bristol City,QPR,1,2,1.71,3.5,4.5,11,8,1,2,4,1,1,1,0
Metz,Marseille,0,3,6.25,5.0,1.45,4,21,1,9,4,4,1,0,0
Brest,Nantes,0,0,1.85,3.75,4.0,17,6,5,0,12,3,0,0,1
Auxerre,Lens,1,2,3.6,3.8,1.95,18,7,2,4,2,2,1,1,0
Gil Vicente,Estrela,2,0,1.61,3.75,5.25,15,15,7,5,5,7,0,0,2
Girona,Valencia,2,1,2.45,3.5,2.8,4,19,4,6,0,7,1,1,2
Sheffield Weds,Coventry,0,5,5.5,4.5,1.46,9,21,0,10,13,8,1,0,0
Preston,Charlton,2,0,2.45,3.4,2.7,15,8,3,0,3,4,0,0,2
Augsburg,Wolfsburg,3,1,2.75,3.5,2.45,10,14,5,4,10,5,1,1,2
Atalanta,Como,1,1,2.2,3.4,3.25,16,12,4,4,8,3,0,1,1
Leverkusen,Union Berlin,2,0,1.7,4.0,4.75,20,10,3,3,4,4,0,0,2
Guimaraes,Santa Clara,2,1,2.32,3.0,3.2,14,13,7,5,9,3,1,1,2
Parma,Lecce,0,1,1.85,3.7,4.1,10,7,2,3,4,9,0,0,0
Antwerp,Cercle Brugge,1,1,2.4,3.4,2.8,18,12,10,2,8,3,0,1,1
Stevenage,Luton,2,0,2.7,3.1,2.5,7,9,5,3,1,5,0,0,2
Reading,Mansfield,1,1,2.3,3.3,2.85,16,14,3,2,4,5,0,1,1
Lazio,Torino,3,3,1.7,3.6,5.25,9,16,4,8,3,5,1,1,1
AVS,Alverca,1,3,2.75,3.2,2.5,5,12,2,6,0,5,1,1,0
Doncaster,Burton,1,1,1.66,3.75,4.5,15,15,3,5,5,10,0,1,1
Wycombe,Barnsley,2,2,1.91,3.6,3.5,12,8,2,4,11,4,1,1,1
Blackpool,AFC Wimbledon,0,2,1.96,3.3,3.7,3,8,2,4,1,2,0,0,0
Bolton,Peterboro,2,1,1.41,4.5,6.0,19,9,6,2,7,1,1,1,2
Port Vale,Northampton,0,0,1.76,3.5,4.33,8,6,2,2,3,4,0,0,1
Cardiff,Leyton Orient,4,3,1.62,3.9,4.75,16,26,7,11,6,8,1,1,2
Huddersfield,Stockport,1,2,2.15,3.5,3.0,16,13,5,7,10,2,1,1,0
Plymouth,Wigan,1,1,2.4,3.25,2.7,9,9,1,5,7,5,0,1,1
RAAL La Louviere,Waregem,0,0,2.3,3.6,2.8,11,6,4,4,12,1,0,0,1
Lincoln,Exeter,0,1,1.57,3.8,5.0,16,7,3,2,7,2,0,0,0
Nacional,Moreirense,3,2,2.32,3.1,3.1,17,10,7,4,2,4,1,1,2
For Sittard,Volendam,1,0,1.85,3.9,3.8,16,8,3,1,7,4,0,0,2
Werder Bremen,St Pauli,1,0,2.35,3.7,2.88,15,13,5,3,4,1,0,0,2
Ein Frankfurt,Bayern Munich,0,3,6.25,5.25,1.42,6,12,1,3,4,3,1,0,0
Spezia,Palermo,1,2,2.82,3.0,2.55,12,10,6,3,5,5,1,1,0
Cesena,Reggiana,1,2,1.62,3.8,4.75,16,6,3,2,4,0,1,1,0
Inter,Cremonese,4,1,1.2,6.5,15.0,27,3,9,2,13,1,1,1,2
Sparta Rotterdam,Ajax,3,3,4.1,4.1,1.75,14,17,5,4,6,4,1,1,1
Dortmund,RB Leipzig,1,1,1.7,4.5,4.2,15,13,3,3,7,7,0,1,1
Red Star,Rodez,1,1,1.95,3.4,3.8,16,7,4,3,5,2,0,1,1
Reims,Grenoble,2,4,1.5,3.75,6.25,21,6,8,4,7,0,1,1,0
Montpellier,St Etienne,0,2,3.0,3.5,2.25,18,8,4,4,8,3,0,0,0
Mechelen,St Truiden,1,3,2.1,3.6,3.0,10,19,3,9,5,9,1,1,0
Zwolle,PSV Eindhoven,0,4,7.0,5.0,1.4,4,19,0,9,4,8,1,0,0
Bristol City,Blackburn,0,1,2.1,3.25,3.5,12,16,0,5,6,3,0,0,0
Derby,Hull,2,1,2.15,3.25,3.3,9,8,3,2,6,5,1,1,2
Ipswich,Watford,1,1,1.66,3.6,5.0,16,4,4,2,2,5,0,1,1
Rotherham,Burton,2,2,2.15,3.4,2.95,11,15,3,6,5,3,1,1,1
Leicester,Middlesbrough,1,1,2.15,3.4,3.2,6,17,2,4,3,6,0,1,1
Birmingham,Millwall,4,0,1.81,3.4,4.2,12,4,6,2,2,3,1,0,2
Charlton,West Brom,1,0,2.5,2.95,2.85,11,13,3,1,4,3,0,0,2
Coventry,Sheffield United,3,1,1.57,4.0,5.25,17,11,8,4,6,13,1,1,2
Oxford,Stoke,0,3,3.3,3.05,2.3,16,14,1,6,10,7,1,0,0
Man United,West Ham,1,1,1.45,5.0,6.0,17,11,4,3,6,6,0,1,1
Juve Stabia,Bari,0,0,1.86,3.2,4.5,17,3,1,0,8,0,0,0,1
Leicester,West Brom,2,1,2.5,3.3,2.65,11,16,3,8,4,4,1,1,2
Montpellier,Dunkerque,1,3,2.25,3.2,3.0,10,16,4,11,3,6,1,1,0
Tottenham,Crystal Palace,1,3,2.35,3.25,3.1,12,9,4,4,6,3,1,1,0
Albacete,Mirandes,1,4,1.77,3.4,4.33,18,13,5,6,5,2,1,1,0
Cordoba,Castellon,2,1,2.1,3.5,3.1,10,6,5,2,4,4,1,1,2
Sampdoria,Pescara,4,1,1.79,3.4,4.5,28,6,12,1,8,1,1,1,2
Rio Ave,Tondela,3,0,2.25,3.4,3.0,13,13,7,3,6,7,1,0,2
Juventus,Milan,0,0,2.7,3.2,2.7,12,13,3,4,6,0,0,0,1
Napoli,Genoa,2,1,1.48,4.0,8.0,12,6,5,1,7,5,1,1,2
Wolves,Brighton,1,1,3.6,3.7,2.0,6,17,3,6,2,8,0,1,1
Bologna,Pisa,4,0,1.6,3.9,5.75,24,2,7,0,2,2,1,0,2
Sudtirol,Empoli,1,2,2.3,3.0,3.25,13,21,5,6,2,7,1,1,0
Arouca,Famalicao,1,1,3.6,3.25,2.01,7,14,3,5,4,11,0,1,1
Zaragoza,Cordoba,0,1,2.35,3.25,2.85,10,11,4,2,7,4,0,0,0
Castellon,Sp Gijon,3,1,1.81,3.7,4.0,12,5,5,4,3,1,1,1,2
Santander,Malaga,3,0,1.86,3.6,3.8,16,10,8,5,11,3,1,0,2
Carrarese,Juve Stabia,3,0,2.5,3.1,2.82,10,15,6,2,5,3,1,0,2
Modena,Virtus Entella,2,0,1.76,3.4,5.0,18,15,7,3,5,3,0,0,2
Fiorentina,Roma,1,2,3.0,3.3,2.4,11,8,3,3,3,4,1,1,0
Sp Lisbon,Sp Braga,1,1,1.41,4.33,7.0,13,11,3,5,1,5,0,1,1
Valladolid,Mirandes,1,1,1.53,3.9,5.75,22,10,5,2,14,2,0,1,1
Newcastle,Nott'm Forest,2,0,1.57,4.2,5.5,18,5,9,4,8,1,0,0,2
Porto,Benfica,0,0,2.01,3.4,3.7,8,4,2,1,3,3,0,0,1
Ipswich,Norwich,3,1,1.53,3.9,5.75,19,12,9,4,8,8,1,1,2
Las Palmas,Cadiz,1,0,1.76,3.3,4.75,14,8,1,3,6,5,0,0,2
Twente,Heracles,2,1,1.33,5.5,8.5,21,7,9,2,4,3,1,1,2
Anderlecht,Standard,1,0,1.6,3.9,5.25,16,9,6,1,6,4,0,0,2
Genk,Dender,2,1,1.36,4.75,7.0,25,10,8,9,8,3,1,1,2
